,DOWN_state
1316,0.1500000000005457
1317,0.2749999999996362
1318,0.125
1319,0.1999999999998181
1320,0.3249999999998181
1321,0.3000000000001819
1322,0.1750000000001819
1323,0.1500000000005457
1324,0.1500000000005457
1325,0.2249999999994543
1326,0.3249999999998181
1327,0.3500000000003638
1328,0.3249999999998181
1329,0.2999999999992724
1330,0.5249999999996362
1331,0.1749999999992724
1332,0.2999999999992724
1333,0.1000000000003638
1334,0.1000000000003638
1335,0.25
1336,0.1750000000001819
1337,0.1750000000001819
1338,0.375
1339,0.3500000000003638
1340,0.0999999999994543
1341,0.2249999999994543
1342,0.4500000000007276
1343,0.1999999999998181
1344,0.3999999999996362
1345,0.2250000000003638
1346,0.3499999999994543
1347,0.2250000000003638
1348,0.375
1349,0.1499999999996362
1350,0.25
1351,0.2000000000007276
1352,0.4749999999994543
1353,0.1000000000003638
1354,0.2000000000007276
1355,0.1749999999992724
1356,0.0999999999994543
1357,0.375
1358,0.3999999999996362
1359,0.3000000000001819
1360,0.1499999999996362
1361,0.3499999999994543
1362,0.375
1363,0.125
1364,0.1499999999996362
1365,0.0999999999994543
1366,0.1500000000005457
1367,0.2250000000003638
1368,0.25
1369,0.1749999999992724
1370,0.1999999999998181
1371,0.25
1372,0.1499999999996362
1373,0.1499999999996362
1374,0.125
